List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Fiction,2020-05-10,IF IT BLEEDS,Stephen King,1,2,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-05-10,LITTLE FIRES EVERYWHERE,Celeste Ng,63,3,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-05-10,WHERE THE CRAWDADS SING,Delia Owens,85,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-05-10,MASKED PREY,John Sandford,2,5,Putnam,None,9780525539537,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.
Combined Print and E-Book Fiction,2020-05-10,AMERICAN DIRT,Jeanine Cummins,14,6,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-05-10,THE BOOK OF LONGINGS,Sue Monk Kidd,1,7,Viking,052542976X,9780525429760,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.
Combined Print and E-Book Fiction,2020-05-10,FIRST COMES SCANDAL,Julia Quinn,1,8,Avon,0062956175,9780062956170,Will Georgiana Bridgerton and Nicholas Rokesby’s unorthodox courtship lead to a marriage of convenience or will they find true love with each other?
Combined Print and E-Book Fiction,2020-05-10,THE WOMAN IN THE WINDOW,AJ Finn,29,9,Morrow,0062905082,9780062905086,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
Combined Print and E-Book Fiction,2020-05-10,THE SILENT PATIENT,Alex Michaelides,32,10,Celadon,1250301718,9781250301710,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-05-10,THE GIVER OF STARS,Jojo Moyes,24,11,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-05-10,IN FIVE YEARS,Rebecca Serle,6,12,Atria,1982137460,9781982137465,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-05-10,THE BOY FROM THE WOODS,Harlan Coben,6,13,Grand Central,1538748142,9781538748145,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-05-10,NORMAL PEOPLE,Sally Rooney,4,14,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-05-10,THE DUTCH HOUSE,Ann Patchett,29,15,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-05-17,CAMINO WINDS,John Grisham,1,1,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-05-17,IF IT BLEEDS,Stephen King,2,2,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-05-17,LITTLE FIRES EVERYWHERE,Celeste Ng,64,3,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-05-17,WHERE THE CRAWDADS SING,Delia Owens,86,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-05-17,WALK THE WIRE,David Baldacci,2,5,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-05-17,THE WEDDING DRESS,Danielle Steel,1,6,Delacorte,0399179607,9780399179600,The triumphs and losses of one family over the last century are recounted as a symbolic piece of apparel gets handed down through the generations.
Combined Print and E-Book Fiction,2020-05-17,NORMAL PEOPLE,Sally Rooney,5,7,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-05-17,AMERICAN DIRT,Jeanine Cummins,15,8,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-05-17,THE BOOK OF LONGINGS,Sue Monk Kidd,2,9,Viking,052542976X,9780525429760,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.
Combined Print and E-Book Fiction,2020-05-17,MASKED PREY,John Sandford,3,10,Putnam,0525539522,9780525539520,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.
Combined Print and E-Book Fiction,2020-05-17,THE WOMAN IN THE WINDOW,AJ Finn,30,11,Morrow,0062905082,9780062905086,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
Combined Print and E-Book Fiction,2020-05-17,THE END OF OCTOBER,Lawrence Wright,1,12,Knopf,0525658661,9780525658665,"Henry Parsons, a microbiologist and epidemiologist, goes to Indonesia to check out a deadly virus that soon will affect the entire planet."
Combined Print and E-Book Fiction,2020-05-17,THE SILENT PATIENT,Alex Michaelides,33,13,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-05-17,BLUE MOON,Lee Child,11,14,Delacorte,039959356X,9780399593567,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.
Combined Print and E-Book Fiction,2020-05-17,THE GIVER OF STARS,Jojo Moyes,25,15,Pamela Dorman/Viking,0399562486,9780399562488,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-05-24,THE 20TH VICTIM,James Patterson and Maxine Paetro,1,1,Little Brown,031649495X,9780316494953,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.
Combined Print and E-Book Fiction,2020-05-24,CAMINO WINDS,John Grisham,2,2,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-05-24,LITTLE FIRES EVERYWHERE,Celeste Ng,65,3,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-05-24,WHERE THE CRAWDADS SING,Delia Owens,87,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-05-24,IF IT BLEEDS,Stephen King,3,5,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-05-24,SHADOW FLIGHT,Christine Feehan,1,6,Berkley,059309980X,9780593099803,The fifth book in the Shadow Riders series. Taviano Ferraro steps outside his crime family’s rules to keep Nicoletta Gomez safe.
Combined Print and E-Book Fiction,2020-05-24,BIG SUMMER,Jennifer Weiner,1,7,Atria,None,9781501133534,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-05-24,WALK THE WIRE,David Baldacci,3,8,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-05-24,ALL ADULTS HERE,Emma Straub,1,9,Riverhead,1594634696,9781594634697,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
Combined Print and E-Book Fiction,2020-05-24,NORMAL PEOPLE,Sally Rooney,6,10,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-05-24,"HELLO, SUMMER",Mary Kay Andrews,1,11,St. Martin's,1250256925,9781250256928,Conley Hawkins loses her big-city beat and takes over the gossip column of her family’s small-town newspaper.
Combined Print and E-Book Fiction,2020-05-24,AMERICAN DIRT,Jeanine Cummins,16,12,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-05-24,BLUE MOON,Lee Child,12,13,Delacorte,039959356X,9780399593567,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.
Combined Print and E-Book Fiction,2020-05-24,NETWORK EFFECT,Martha Wells,1,14,Tor.com,1250229847,9781250229847,The fifth book in the Murderbot Diaries series.
Combined Print and E-Book Fiction,2020-05-24,THE BOOK OF LONGINGS,Sue Monk Kidd,3,15,Viking,052542976X,9780525429760,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.
Combined Print and E-Book Fiction,2020-05-31,CAMINO WINDS,John Grisham,3,1,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-05-31,WHERE THE CRAWDADS SING,Delia Owens,88,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-05-31,LITTLE FIRES EVERYWHERE,Celeste Ng,66,3,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-05-31,IF IT BLEEDS,Stephen King,4,4,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-05-31,WALK THE WIRE,David Baldacci,4,5,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-05-31,THE 20TH VICTIM,James Patterson and Maxine Paetro,2,6,Little Brown,031642028X,9780316420280,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.
Combined Print and E-Book Fiction,2020-05-31,NORMAL PEOPLE,Sally Rooney,7,7,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-05-31,THE LAST TRIAL,Scott Turow,1,8,Grand Central,None,9781538748084,"An 85-year-old defense lawyer puts off his retirement to aid a Nobel Prize winner in Medicine, who is accused of insider trading, fraud and murder."
Combined Print and E-Book Fiction,2020-05-31,BIG SUMMER,Jennifer Weiner,2,9,Atria,1501133519,9781501133510,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-05-31,AMERICAN DIRT,Jeanine Cummins,17,10,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-05-31,BLUE MOON,Lee Child,13,11,Delacorte,039959356X,9780399593567,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.
Combined Print and E-Book Fiction,2020-05-31,ALL ADULTS HERE,Emma Straub,2,12,Riverhead,1594634696,9781594634697,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
Combined Print and E-Book Fiction,2020-05-31,THE BOOK OF LOST FRIENDS,Lisa Wingate,2,13,Ballantine,None,9781984819895,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.
Combined Print and E-Book Fiction,2020-05-31,THE WOMAN IN THE WINDOW,AJ Finn,31,14,Morrow,0062905082,9780062905086,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
Combined Print and E-Book Fiction,2020-05-31,THE SILENT PATIENT,Alex Michaelides,34,15,Celadon,1250301718,9781250301710,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-06-07,CAMINO WINDS,John Grisham,4,1,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-06-07,WHERE THE CRAWDADS SING,Delia Owens,89,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-06-07,LITTLE FIRES EVERYWHERE,Celeste Ng,67,3,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-06-07,NORMAL PEOPLE,Sally Rooney,8,4,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-06-07,BIG SUMMER,Jennifer Weiner,3,5,Atria,None,9781501133534,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-06-07,IF IT BLEEDS,Stephen King,5,6,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-06-07,WALK THE WIRE,David Baldacci,5,7,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-06-07,THE 20TH VICTIM,James Patterson and Maxine Paetro,3,8,Little Brown,031642028X,9780316420280,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.
Combined Print and E-Book Fiction,2020-06-07,ON OCEAN BOULEVARD,Mary Alice Monroe,1,9,Gallery,1982146958,9781982146955,"As her second wedding approaches, a woman returns to Charleston, S.C., where her family is dealing with changes."
Combined Print and E-Book Fiction,2020-06-07,AMERICAN DIRT,Jeanine Cummins,18,10,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-06-07,THE LAST TRIAL,Scott Turow,2,11,Grand Central,None,9781538748084,"An 85-year-old defense lawyer puts off his retirement to aid a Nobel Prize winner in Medicine, who is accused of insider trading, fraud and murder."
Combined Print and E-Book Fiction,2020-06-07,BEACH READ,Emily Henry,1,12,Berkley,1984806742,9781984806741,A relationship develops between a literary fiction author and a romance novelist as they both try to overcome writer’s block.
Combined Print and E-Book Fiction,2020-06-07,RODHAM,Curtis Sittenfeld,1,13,Random House,0399590919,9780399590917,An imaginative look at the life and career one woman might have had if she had not married Bill Clinton.
Combined Print and E-Book Fiction,2020-06-07,ALL ADULTS HERE,Emma Straub,3,14,Riverhead,1594634696,9781594634697,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
Combined Print and E-Book Fiction,2020-06-07,A WEEK AT THE SHORE,Barbara Delinsky,1,15,St. Martin's,1250119502,9781250119506,"After 20 years away, Mallory Aldiss returns to her family's Rhode Island beach home."
Combined Print and E-Book Fiction,2020-06-14,HIDEAWAY,Nora Roberts,1,1,St. Martin's,1250207126,9781250207128,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
Combined Print and E-Book Fiction,2020-06-14,FAIR WARNING,Michael Connelly,1,2,Little Brown,0316539430,9780316539432,The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.
Combined Print and E-Book Fiction,2020-06-14,WHERE THE CRAWDADS SING,Delia Owens,90,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-06-14,CAMINO WINDS,John Grisham,5,4,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-06-14,LITTLE FIRES EVERYWHERE,Celeste Ng,68,5,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-06-14,BIG SUMMER,Jennifer Weiner,4,6,Atria,None,9781501133534,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-06-14,NORMAL PEOPLE,Sally Rooney,9,7,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-06-14,AMERICAN DIRT,Jeanine Cummins,19,8,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-06-14,WRATH OF POSEIDON,Clive Cussler and Robin Burcell,1,9,Penguin,0593087895,9780593087893,The 12th book in the Sam and Remi Fargo Adventure series. A kingpin is released from prison and a final showdown takes place in Greece.
Combined Print and E-Book Fiction,2020-06-14,WALK THE WIRE,David Baldacci,6,10,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-06-14,IF IT BLEEDS,Stephen King,6,11,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-06-14,BOMBSHELL,Stuart Woods and Parnell Hall,1,12,Putnam,059308327X,9780593083277,Gossip and a grudge put Teddy Fay in a tough spot back in Hollywood.
Combined Print and E-Book Fiction,2020-06-14,ALL ADULTS HERE,Emma Straub,4,13,Riverhead,0698407989,9780698407985,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
Combined Print and E-Book Fiction,2020-06-14,THE 20TH VICTIM,James Patterson and Maxine Paetro,4,14,Little Brown,031642028X,9780316420280,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.
Combined Print and E-Book Fiction,2020-06-14,THE HENNA ARTIST,Alka Joshi,1,15,MIRA,1488055440,9781488055447,"In 1950s Jaipur, a young woman who escaped an abusive marriage and started a new life is confronted by her husband."
Combined Print and E-Book Fiction,2020-06-21,THE VANISHING HALF,Brit Bennett,1,1,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-06-21,THE GUEST LIST,Lucy Foley,1,2,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-06-21,WHERE THE CRAWDADS SING,Delia Owens,91,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-06-21,THE LIES THAT BIND,Emily Giffin,1,4,Ballantine,0399178953,9780399178955,"When the new man in her life disappears on 9/11, the budding reporter Cecily Gardner questions what she knew about him."
Combined Print and E-Book Fiction,2020-06-21,HIDEAWAY,Nora Roberts,2,5,St. Martin's,125020710X,9781250207104,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
Combined Print and E-Book Fiction,2020-06-21,CAMINO WINDS,John Grisham,6,6,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-06-21,FAIR WARNING,Michael Connelly,2,7,Little Brown,0316539422,9780316539425,The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.
Combined Print and E-Book Fiction,2020-06-21,LITTLE FIRES EVERYWHERE,Celeste Ng,69,8,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-06-21,BIG SUMMER,Jennifer Weiner,5,9,Atria,1501133519,9781501133510,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-06-21,IF IT BLEEDS,Stephen King,7,10,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-06-21,HUSH,James Patterson and Candice Fox,1,11,Grand Central,1538751151,9781538751152,The fourth book in the Detective Harriet Blue series. The man who put her in prison asks Harriet Blue to find missing members of his family.
Combined Print and E-Book Fiction,2020-06-21,AMERICAN DIRT,Jeanine Cummins,20,12,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-06-21,WALK THE WIRE,David Baldacci,7,13,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-06-21,NORMAL PEOPLE,Sally Rooney,10,14,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-06-21,ALL ADULTS HERE,Emma Straub,5,15,Riverhead,1594634696,9781594634697,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.
Combined Print and E-Book Fiction,2020-06-28,THE SUMMER HOUSE,James Patterson and Brendan DuBois,1,1,"Little, Brown",0316539562,9780316539562,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-06-28,DADDY'S GIRLS,Danielle Steel,1,2,Delacorte,0399179631,9780399179631,"After a California rancher‘s sudden death, his three daughters discover things they did not know about their father."
Combined Print and E-Book Fiction,2020-06-28,TOM CLANCY: FIRING POINT,Mike Maden,1,3,Putnam,059318808X,9780593188088,"When an old friend is killed during the bombing of a Barcelona cafe, Jack Ryan Jr. searches for those responsible."
Combined Print and E-Book Fiction,2020-06-28,WHERE THE CRAWDADS SING,Delia Owens,92,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-06-28,THE VANISHING HALF,Brit Bennett,2,5,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-06-28,CAMINO WINDS,John Grisham,7,6,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-06-28,FAIR WARNING,Michael Connelly,3,7,Little Brown,0316539422,9780316539425,The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.
Combined Print and E-Book Fiction,2020-06-28,HIDEAWAY,Nora Roberts,3,8,St. Martin's,125020710X,9781250207104,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
Combined Print and E-Book Fiction,2020-06-28,THE GUEST LIST,Lucy Foley,2,9,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-06-28,LITTLE FIRES EVERYWHERE,Celeste Ng,70,10,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-06-28,IF IT BLEEDS,Stephen King,8,11,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-06-28,BIG SUMMER,Jennifer Weiner,6,12,Atria,None,9781501133534,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.
Combined Print and E-Book Fiction,2020-06-28,AMERICAN DIRT,Jeanine Cummins,21,13,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-06-28,WALK THE WIRE,David Baldacci,8,14,Grand Central,1538761467,9781538761465,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
Combined Print and E-Book Fiction,2020-06-28,DANCE AWAY WITH ME,Susan Elizabeth Phillips,1,15,Morrow,0062973045,9780062973047,"Tess Hartsong, a midwife and widow, goes to find peace of mind in the mountains of Tennessee."
Combined Print and E-Book Fiction,2020-07-05,28 SUMMERS,Elin Hilderbrand,1,1,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
Combined Print and E-Book Fiction,2020-07-05,WHERE THE CRAWDADS SING,Delia Owens,93,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-07-05,CAMINO WINDS,John Grisham,8,3,Doubleday,0385545932,9780385545938,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.
Combined Print and E-Book Fiction,2020-07-05,THE VANISHING HALF,Brit Bennett,3,4,Riverhead,0525536299,9780525536291,The lives of twin sisters who run away from a Southern black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.
Combined Print and E-Book Fiction,2020-07-05,THE SUMMER HOUSE,James Patterson and Brendan DuBois,2,5,"Little, Brown",0316539554,9780316539555,"Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia."
Combined Print and E-Book Fiction,2020-07-05,LITTLE FIRES EVERYWHERE,Celeste Ng,71,6,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-07-05,FAIR WARNING,Michael Connelly,4,7,Little Brown,0316539422,9780316539425,The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.
Combined Print and E-Book Fiction,2020-07-05,AMERICAN DEMON,Kim Harrison,1,8,Ace,059310143X,9780593101438,The 14th book in the Hollows series.
Combined Print and E-Book Fiction,2020-07-05,THE GUARDIANS,John Grisham,20,9,Doubleday,052562094X,9780525620945,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-07-05,THE GUEST LIST,Lucy Foley,3,10,Morrow,0062868934,9780062868930,A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.
Combined Print and E-Book Fiction,2020-07-05,DEACON KING KONG,James McBride,1,11,Riverhead,073521672X,9780735216723,"In 1969, secrets in a South Brooklyn neighborhood are uncovered when a church deacon known as Sportcoat shoots a drug dealer in public."
Combined Print and E-Book Fiction,2020-07-05,DEVOLUTION,Max Brooks,1,12,Del Rey,1984826786,9781984826787,"In the aftermath of Mount Rainier erupting, Kate Holland’s newly discovered journals tell the tale of the creature known as Bigfoot."
Combined Print and E-Book Fiction,2020-07-05,IF IT BLEEDS,Stephen King,9,13,Scribner,1982137975,9781982137977,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”"
Combined Print and E-Book Fiction,2020-07-05,HIDEAWAY,Nora Roberts,4,14,St. Martin's,125020710X,9781250207104,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
Combined Print and E-Book Fiction,2020-07-05,AMERICAN DIRT,Jeanine Cummins,22,15,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-07-12,28 SUMMERS,Elin Hilderbrand,2,1,"Little, Brown",0316420042,9780316420044,A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.
