List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Nonfiction,2020-09-13,THE SPLENDID AND THE VILE,Erik Larson,26,15,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-09-20,MELANIA AND ME,Stephanie Winston Wolkoff,1,1,Gallery,1982151242,9781982151249,The former director of special events at Vogue describes parting ways with the First Lady after being made the scapegoat for inauguration finance irregularities.
Combined Print and E-Book Nonfiction,2020-09-20,CASTE,Isabel Wilkerson,5,2,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-09-20,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,1,3,Random House,1984854666,9781984854667,The New York Times Washington correspondent details actions by officials who attempted to contain the president.
Combined Print and E-Book Nonfiction,2020-09-20,UNTAMED,Glennon Doyle,26,4,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-09-20,TOO MUCH AND NEVER ENOUGH,Mary L Trump,8,5,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-09-20,HOW TO BE AN ANTIRACIST,Ibram X Kendi,19,6,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-09-20,WHITE FRAGILITY,Robin DiAngelo,24,7,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-09-20,LIVE FREE OR DIE,Sean Hannity,5,8,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-09-20,TWILIGHT OF THE GODS,Ian W Toll,1,9,Norton,039308065X,9780393080650,The third book in the Pacific War trilogy describes the last year of World War II in the Pacific.
Combined Print and E-Book Nonfiction,2020-09-20,HIS TRUTH IS MARCHING ON,Jon Meacham,2,10,Random House,1984855026,9781984855022,"The Pulitzer Prize-winning biographer creates a portrait of Representative John Lewis, the late civil rights leader and congressman for Georgia’s Fifth Congressional District."
Combined Print and E-Book Nonfiction,2020-09-20,HOAX,Brian Stelter,2,11,One Signal/Atria,1982142448,9781982142445,The CNN anchor and chief media correspondent examines the inner workings of Fox News and its relationship with President Trump.
Combined Print and E-Book Nonfiction,2020-09-20,THE DYNASTY,Jeff Benedict,1,12,Avid Reader/Simon & Schuster,1982134100,9781982134105,The history of the New England Patriots from N.F.L. laughingstock to making 10 trips to the Super Bowl.
Combined Print and E-Book Nonfiction,2020-09-20,I HAVE SOMETHING TO TELL YOU,Chasten Buttigieg,1,13,Atria,1982138122,9781982138127,"The educator and advocate describes growing up gay in a small Midwestern town and meeting his husband, Pete."
Combined Print and E-Book Nonfiction,2020-09-20,JUST MERCY,Bryan Stevenson,40,14,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-09-20,BORN A CRIME,Trevor Noah,72,15,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-09-27,DISLOYAL,Michael Cohen,1,1,Skyhorse,1510764690,9781510764699,"An account of President Trump’s business empire, political campaign and presidential administration by his former personal attorney."
Combined Print and E-Book Nonfiction,2020-09-27,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,1,2,Holt,1627797041,9781627797047,The ninth book in the conservative commentator’s Killing series focuses on conflicts with Native Americans.
Combined Print and E-Book Nonfiction,2020-09-27,COMPROMISED,Peter Strzok,1,3,Houghton Mifflin Harcourt,0358237068,9780358237068,The former F.B.I. deputy assistant director of counterintelligence chronicles the investigation into Russia’s election interference and key moments from his career.
Combined Print and E-Book Nonfiction,2020-09-27,CASTE,Isabel Wilkerson,6,4,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-09-27,EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,1,5,Morrow,0062960628,9780062960627,Essays by the former first daughter and granddaughter celebrating the lives of her grandparents.
Combined Print and E-Book Nonfiction,2020-09-27,LIVE FREE OR DIE,Sean Hannity,6,6,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-09-27,MELANIA AND ME,Stephanie Winston Wolkoff,2,7,Gallery,1982151242,9781982151249,The former director of special events at Vogue describes parting ways with the First Lady after being made the scapegoat for inauguration finance irregularities.
Combined Print and E-Book Nonfiction,2020-09-27,SPEAKING FOR MYSELF,Sarah Huckabee Sanders,1,8,St. Martin's,1250271339,9781250271334,The former White House press secretary shares her perspective on her time working with President Trump
Combined Print and E-Book Nonfiction,2020-09-27,UNTAMED,Glennon Doyle,27,9,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-09-27,TOO MUCH AND NEVER ENOUGH,Mary L Trump,9,10,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-09-27,HOAX,Brian Stelter,3,11,One Signal/Atria,1982142448,9781982142445,The CNN anchor and chief media correspondent examines the inner workings of Fox News and its relationship with President Trump.
Combined Print and E-Book Nonfiction,2020-09-27,HOW TO BE AN ANTIRACIST,Ibram X Kendi,20,12,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-09-27,WHITE FRAGILITY,Robin DiAngelo,25,13,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-09-27,EAT A PEACH,David Chang and Gabe Ulla,1,14,Clarkson Potter,152475921X,9781524759216,A memoir by the chef and founder of Momofuku and the star of the Netflix series “Ugly Delicious.”
Combined Print and E-Book Nonfiction,2020-09-27,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,2,15,Random House,1984854666,9781984854667,The New York Times Washington correspondent details actions by officials who attempted to contain the president.
