book_id,Primary_ISBN_10,Primary_ISBN_13,Author,original_publication_year,original_title,Title,Average_Rating,Rating Count,Whole_Rating
11942639,1595549633,9781595549630,Rachel Hauck,2012,The Wedding Dress,The Wedding Dress,3.83,16310,4
206309,786866020,9780786866020,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996,Fish! A Remarkable Way to Boost Morale and Improve Results,Fish: A Proven Way to Boost Morale and Improve Results,3.92,19405,4
49250,743449746,9780743449750,Stephen E. Ambrose,1994,"D-Day June 6, 1944: The Climactic Battle of WWII","D-Day, June 6, 1944: The Battle for the Normandy Beaches",4.25,17875,4
7981456,547251270,9780547251270,Linda Sue Park,2010,A Long Walk to Water,A Long Walk to Water: Based on a True Story,4.23,21593,4
8811139,61449180,9780061449180,Michael  Grant,2013,Light,"Light (Gone, #6)",4.4,23730,4
189147,345419677,9780345419680,Philip JosÃ© Farmer,1971,To Your Scattered Bodies Go,"To Your Scattered Bodies Go (Riverworld, #1)",3.94,22741,4
114132,515142867,9780515142860,Nora Roberts,2001,Midnight Bayou,Midnight Bayou,3.96,25476,4
12967,156031191,9780156031200,Mark Helprin,1983,Winter's Tale,Winter's Tale,3.5,19932,4
106646,1568650957,9781568650950,Sidney Sheldon,1991,The Doomsday Conspiracy,The Doomsday Conspiracy,3.59,17093,4
161744,143036254,9780143036260,Thomas Paine,1776,Common Sense,Common Sense,3.97,16864,4
54529,767903579,9780767903580,Adeline Yen Mah,1997,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,3.88,19598,4
13416236,1250011914,9781250011920,C.C. Hunter,2012,Whispers at Moonrise ,"Whispers at Moonrise (Shadow Falls, #4)",4.38,28430,4
7148931,030746363X,9780307463630,Timothy Ferriss,2000,The 4-Hour Body,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",3.76,15007,4
58314,375727019,9780375727020,"Michel Houellebecq, Frank Wynne",1998,Les Particules Ã©lÃ©mentaires,The Elementary Particles,3.78,13577,4
207266,439014573,9780439014570,Dav Pilkey,1997,The Adventures of Captain Underpants,"The Adventures of Captain Underpants (Captain Underpants, #1)",3.84,22535,4
13435889,547564651,9780547564650,Paul Tough,2012,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character","How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",3.91,16402,4
149049,446677949,9780446677940,Arthur C. Clarke,1979,The Fountains of Paradise,The Fountains of Paradise,3.96,20012,4
98920,670038342,9780670038340,Elif Shafak,2006,Baba ve PiÃ§,The Bastard of Istanbul,3.79,14215,4
17237214,307931900,9780307931900,David Levithan,2013,Two Boys Kissing,Two Boys Kissing,4.11,24587,4
21726,1400043875,9781400043870,Scott B. Smith,2006,The Ruins,The Ruins,3.5,21613,4
336245,60525657,9780060525650,Erin Hunter,2004,A Dangerous Path,"A Dangerous Path (Warriors, #5)",4.42,26126,4
543339,449000753,9780449000760,Michael Blake,1988,Dances with Wolves,"Dances with Wolves (Dances with Wolves, #1)",4.19,19133,4
153779,375814698,9780375814690,Tamora Pierce,2009,"Bloodhound (Beka Cooper, #2)","Bloodhound (Beka Cooper, #2)",4.26,29414,4
6122735,160751351X,9781607513510,Brent Weeks,2009,The Night Angel Trilogy,"The Night Angel Trilogy (Night Angel, #1-3)",4.42,17523,4
426025,675093244,9780675093250,William Faulkner,1930,A Rose for Emily,A Rose for Emily and Other Stories,4.06,22629,4
321545,446400157,9780446400150,Ellis Peters,1977,A Morbid Taste for Bones,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",3.99,23590,4
233389,019283410X,9780192834100,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,"Le Vite de' piÃ¹ eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",The Lives of the Artists,3.78,18288,4
84139,312934335,9780312934330,Sherrilyn Kenyon,2005,Unleash the Night,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",4.34,32491,4
4935682,747594155,9780747594150,Angie Sage,2009,Syren,"Syren (Septimus Heap, #5)",4.1,25245,4
5558786,3453532988,9783453532980,"Dmitry Glukhovsky, M. David Drevs",2005,ÐœÐµÑ‚Ñ€Ð¾ 2033,"Metro 2033 (METRO, #1)",3.98,15858,4
5396496,1741753597,9781741753590,Christos Tsiolkas,2008,The Slap,The Slap,3.16,18037,3
207781,64301389,9780064301380,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)","The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",3.87,16333,4
17171909,1611099692,9781611099690,Marcus Sakey,2013,Brilliance,"Brilliance (Brilliance Saga, #1)",3.95,11235,4
9799,571219357,9780571219350,Jonathan Lethem,2003,The Fortress of Solitude,The Fortress of Solitude,3.87,15100,4
379316,553804820,9780553804830,Dean Koontz,2007,The Darkest Evening of the Year,The Darkest Evening of the Year,3.71,21297,4
18077769,374104107,9780374104110,Jeff VanderMeer,2014,Authority ,"Authority (Southern Reach, #2)",3.55,18430,4
277190,689859406,9780689859400,"Holly Black, Tony DiTerlizzi",2004,The Wrath of Mulgarath,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",3.92,28129,4
251762,385498802,9780385498810,Myla Goldberg,2000,Bee Season,Bee Season,3.55,21160,4
182012,60567112,9780060567120,Karin Slaughter,2004,Indelible,"Indelible (Grant County, #4)",4.19,20930,4
236208,425098648,9780425098650,Dean Koontz,1976,Night Chills,Night Chills,3.86,20424,4
29254,517543052,9780517543050,"Ram Dass, Richard Alpert",1971,Be Here Now,Be Here Now,4.27,18275,4
6530,425204200,9780425204210,Patricia Cornwell,2004,Trace,"Trace (Kay Scarpetta, #13)",3.76,23287,4
1279686,440243904,9780440243910,Conn Iggulden,2007,Genghis: Birth of an Empire,"Genghis: Birth of an Empire (Conqueror, #1)",4.34,16498,4
291354,345373529,9780345373530,David Eddings,1990,The Ruby Knight,"The Ruby Knight (The Elenium, #2)",3.96,24586,4
32638,60177241,9780060177250,Clive Barker,1992,The Thief of Always,The Thief of Always,4.18,19799,4
715791,553589385,9780553589380,Lara Adrian,2007,Kiss of Crimson ,"Kiss of Crimson (Midnight Breed, #2)",4.17,31897,4
2653622,345497627,9780345497630,Tess Gerritsen,2008,The Keepsake,"The Keepsake (Rizzoli & Isles, #7)",4.09,21829,4
3585344,1416580948,9781416580940,Kresley Cole,2009,Kiss of a Demon King ,Kiss of a Demon King (Immortals After Dark #7),4.35,31111,4
478951,553813153,9780553813160,Steven Erikson,2006,The Bonehunters,"The Bonehunters (Malazan Book of the Fallen, #6)",4.42,20359,4
10098912,9380658674,9789380658670,Ashwin Sanghi,2010,Chanakya's Chant,Chanakya's Chant,3.68,15474,4
12467,312265050,9780312265050,Norman Mailer,1948,The Naked and the Dead,The Naked and the Dead,3.94,18912,4
35100,019516895X,9780195168950,James M. McPherson,1988,Battle Cry of Freedom,Battle Cry of Freedom,4.32,19132,4
37739,330398059,9780330398050,Judy Blume,1974,Blubber,Blubber,3.78,25402,4
7954556,61783196,9780061783200,Jeaniene Frost,2011,"One Grave at a Time (Night Huntress, #6)","One Grave at a Time (Night Huntress, #6)",4.25,34506,4
9897164,1937053164,9781937053160,Jennifer L. Armentrout,2013,Apollyon,"Apollyon (Covenant, #4)",4.4,31942,4
6202661,7288387,9780007288380,Lindsey Kelk,2009,I Heart New York,"I Heart New York (I Heart, #1)",3.84,19491,4
2213324,545040523,9780545040520,Meg Cabot,2008,Airhead ,"Airhead (Airhead, #1)",3.77,32457,4
25190,452281458,9780452281460,"A.N. Roquelaure, Anne Rice",1985,"Beauty's Release (Sleeping Beauty, #3)","Beauty's Release (Sleeping Beauty, #3)",3.71,22424,4
3389671,152063846,9780152063850,Beth Fantaskey,2000,Jessica's Guide to Dating on the Dark Side,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",3.85,32763,4
26596,871401525,9780871401530,E.E. Cummings,1991,E.E. Cummings: Complete Poems 1904-1962,"Complete Poems, 1904-1962",4.35,18662,4
20663702,393240231,9780393240240,Caitlin Doughty,2014,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,4.04,10979,4
7096123,399156585,9780399156590,Daniel Silva,2010,The Rembrandt Affair,"The Rembrandt Affair (Gabriel Allon, #10)",4.26,18957,4
373915,61147974,9780061147980,"Joe Hill, Christopher Golden",2005,20th Century Ghosts,20th Century Ghosts,3.95,21987,4
6819,375724508,9780375724500,David Mitchell,1999,Ghostwritten,Ghostwritten,4.06,17900,4
8709528,159514322X,9781595143230,Richelle Mead,2015,The Ruby Circle,"The Ruby Circle (Bloodlines, #6)",4.22,29260,4
5983694,316114278,9780316114270,Grace Lin,2009,Where the Mountain Meets the Moon,Where the Mountain Meets the Moon,4.24,24371,4
125190,087923573X,9780879235730,Arthur Ransome,1930,Swallows and Amazons,"Swallows and Amazons (Swallows and Amazons, #1)",3.98,21716,4
9442157,1402245793,9781402245790,Olivia Cunning,2011,Rock Hard,"Rock Hard (Sinners on Tour, #2)",4.11,35676,4
1407874,9793062924,9789793062920,Andrea Hirata,2006,Sang Pemimpi,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",4.09,12998,4
28116,743250621,9780743250630,A.J. Jacobs,2004,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,3.77,22226,4
126807,1400047463,9781400047470,Chris Bohjalian,2007,The Double Bind,The Double Bind,3.62,22067,4
23553419,7563035,9780007563040,S.K. Tremayne,2015,The Ice Twins,The Ice Twins,3.68,16718,4
17899696,1455549002,9781455549010,J.A. Redmerski,2013,The Edge of Always,"The Edge of Always (The Edge of Never, #2)",4.02,17532,4
2873,452284449,9780452284450,Tracy Chevalier,1997,The Virgin Blue,The Virgin Blue,3.65,23484,4
15797397,1400069807,9781400069800,Michael Moss,2013,Salt Sugar Fat: How the Food Giants Hooked Us ,Salt Sugar Fat: How the Food Giants Hooked Us,3.98,18542,4
225038,152020683,9780152020680,"Edward Eager, N.M. Bodecker",1954,Half Magic,"Half Magic (Tales of Magic, #1)",3.94,28580,4
7090785,1594744548,9781594744550,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",3.47,20207,3
7180727,553807242,9780553807240,Lisa Gardner,2010,Live To Tell,"Live to Tell (Detective D.D. Warren, #4)",4.18,21984,4
368916,140143505,9780140143510,Helene Hanff,1970,"84, Charing Cross Road","84, Charing Cross Road",4.19,26899,4
14572,553351397,9780553351390,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Peace Is Every Step: The Path of Mindfulness in Everyday Life,4.34,19152,4
29868610,1501117203,9781501117210,Anna Kendrick,2016,Scrappy Little Nobody,Scrappy Little Nobody,3.91,28719,4
7307795,385608020,9780385608020,Kate Atkinson,2010,"Started Early, Took My Dog","Started Early, Took My Dog (Jackson Brodie, #4)",3.89,21662,4
107032,930289447,9780930289450,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988,Batman: A Death in the Family,Batman: A Death in the Family,4.05,19765,4
16085517,1400069599,9781400069590,Colum McCann,2013,TransAtlantic,TransAtlantic,3.81,18065,4
6871616,61783161,9780061783170,Jeaniene Frost,2010,Eternal Kiss of Darkness,"Eternal Kiss of Darkness (Night Huntress World, #2)",4.21,31967,4
129117,743571355,9780743571360,Lisa Lutz,2007,The Spellman Files,"The Spellman Files (The Spellmans, #1)",3.88,23788,4
32626,425165582,9780425165580,Clive Barker,1984,Books of Blood: Volumes 1-3,Books of Blood: Volumes One to Three (Books of Blood #1-3),4.16,20228,4
294046,60763892,9780060763890,James Rollins,2007,The Judas Strain,"The Judas Strain (Sigma Force, #4)",4.15,20976,4
33333,785263713,9780785263720,Donald Miller,2000,Searching for God Knows What,Searching for God Knows What,3.92,19383,4
56842,61006629,9780061006620,Robert   Harris,1992,Fatherland,Fatherland,3.96,18917,4
7132363,525951571,9780525951580,Daniel Suarez,2010,Freedomâ„¢,"Freedomâ„¢ (Daemon, #2)",4.27,12456,4
92508,60088877,9780060088870,Thornton Wilder,1927,The Bridge of San Luis Rey,The Bridge of San Luis Rey,3.8,22003,4
5215879,425227723,9780425227720,Laurell K. Hamilton,2009,Skin Trade,"Skin Trade (Anita Blake, Vampire Hunter #17)",3.9,29261,4
1693617,1570820872,9781570820880,Don Ferguson,1994,Disney's the Lion King (Disney Classic Series),Disney's the Lion King,4.49,19553,4
114129,515116750,9780515116760,Nora Roberts,1995,Born in Ice,"Born in Ice (Born In Trilogy, #2)",4.13,26219,4
22237161,374260508,9780374260510,Paul Beatty,2015,The Sellout,The Sellout,3.8,21733,4
21325,1401202225,9781401202220,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers","Fables, Vol. 4: March of the Wooden Soldiers",4.29,23624,4
28077464,804192979,9780804192970,"Lee Child, Dick Hill",2016,Night School,Night School,3.96,11181,4
9578677,345515501,9780345515510,Tess Gerritsen,2011,The Silent Girl,"The Silent Girl (Rizzoli & Isles, #9)",4.13,21444,4
11301,7175191,9780007175190,Dr. Seuss,1940,Horton Hatches the Egg,Horton Hatches the Egg,4.14,29676,4
15827066,62248472,9780062248470,"Jenna Miscavige Hill, Lisa Pulitzer",2013,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,3.72,12643,4
73945,865163480,9780865163480,"Plato, James J. Helm",-390,Î‘Ï€Î¿Î»Î¿Î³Î¯Î±,Apology,4.15,18261,4
102953,1563893274,9781563893280,"Garth Ennis, Steve Dillon, Penn Jillette",1997,Preacher: Proud Americans,"Preacher, Volume 3: Proud Americans",4.27,19451,4
12880428,307595110,9780307595120,Anne Rice,2012,The Wolf Gift,"The Wolf Gift (The Wolf Gift Chronicles, #1)",3.52,19008,4
3974,316017442,9780316017440,Dan Simmons,2007,The Terror,The Terror,4.0,21225,4
773606,670447161,9780670447170,Ludwig Bemelmans,1953,Madeline's Rescue,Madeline's Rescue,4.24,24495,4
659622,067172942X,9780671729420,V.C. Andrews,1987,Garden of Shadows,"Garden of Shadows (Dollanganger, #5)",3.88,23139,4
10599805,61957895,9780061957900,Kim Harrison,2012,A Perfect Blood,"A Perfect Blood (The Hollows, #10)",4.38,26455,4
124524,310240018,9780310240010,"Joni Eareckson Tada, Joe Musser",1976,Joni,Joni: An Unforgettable Story,4.23,20191,4
93768,786932171,9780786932180,"Margaret Weis, Tracy Hickman",1986,War of the Twins,"War of the Twins (Dragonlance: Legends, #2)",4.11,21559,4
7856305,031603617X,9780316036180,James Patterson,2010,Cross Fire,"Cross Fire (Alex Cross, #17)",4.04,20407,4
148821,142000159,9780142000150,Ross King,2000,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,3.84,17931,4
582533,1577312295,9781577312290,Shakti Gawain,1978,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,4.13,17811,4
40329,60584025,9780060584020,Janet Evanovich,2004,Metro Girl,"Metro Girl (Alex Barnaby, #1)",3.6,27115,4
9565045,312360819,9780312360820,Darynda Jones,2011,Second Grave on the Left,"Second Grave on the Left (Charley Davidson, #2)",4.29,30926,4
33609,155652532X,9781556525320,"Anya Seton, Philippa Gregory",1954,Katherine,Katherine,4.18,22577,4
828387,141020520,9780141020520,Marina Lewycka,2005,A Short History of Tractors in Ukrainian,A Short History of Tractors in Ukrainian,3.37,18204,3
125925,553590162,9780553590170,Kelley Armstrong,2004,Industrial Magic,"Industrial Magic (Women of the Otherworld, #4)",4.12,27521,4
74256,2070364232,9782070364240,"RenÃ© Goscinny, Jean-Jacques SempÃ©",1959,Le Petit Nicolas,"Le Petit Nicolas (Le petit Nicolas, #1)",4.13,24796,4
42512,034547581X,9780345475820,"Harold G. Moore, Joseph L. Galloway",1991,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,4.29,18688,4
92367,451215710,9780451215710,Ken Follett,2004,Whiteout,Whiteout,3.54,18791,4
568236,345349571,9780345349580,Barbara W. Tuchman,1978,A Distant Mirror: The Calamitous 14th Century,A Distant Mirror:  The Calamitous 14th Century,4.11,21776,4
28899,142407577,9780142407580,Mike Lupica,2006,Heat,Heat,3.97,16579,4
900,60554738,9780060554740,Neil Strauss,2005,The Game,The Game: Penetrating the Secret Society of Pickup Artists,3.73,16698,4
64864,330348779,9780330348780,Sue Grafton,1998,"""N"" is for Noose","N is for Noose (Kinsey Millhone, #14)",3.97,24658,4
8476248,749941995,9780749941990,Julia Quinn,2011,Just Like Heaven,Just Like Heaven (Smythe-Smith Quartet #1),3.93,14300,4
11720382,525952764,9780525952760,Lisa Gardner,2012,Catch Me,"Catch Me (Detective D.D. Warren, #6)",4.17,21486,4
233044,778321606,9780778321610,Debbie Macomber,2003,The Shop on Blossom Street,"The Shop on Blossom Street (Blossom Street, #1)",4.04,22861,4
239102,1560768800,9781560768810,R.A. Salvatore,1992,Starless Night (Legacy of the Drow #2),"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",4.12,18305,4
93788,446616621,9780446616620,Nelson DeMille,2004,Night Fall,"Night Fall (John Corey, #3)",4.07,18761,4
7144426,446539813,9780446539810,"Eric Van Lustbader, Robert Ludlum",2010,Robert Ludlum's The Bourne Objective,"The Bourne Objective (Jason Bourne, #8)",4.07,16294,4
289644,310247535,9780310247530,Karen Kingsbury,2005,Even Now,"Even Now (Lost Love, #1)",4.26,18120,4
3121162,316059862,9780316059860,Anita Shreve,2008,Testimony,Testimony,3.54,21977,4
11544421,1937007588,9781937007580,Ilona Andrews,2013,Magic Rises,"Magic Rises (Kate Daniels, #6)",4.49,29556,4
9970042,345524616,9780345524610,Ben Aaronovitch,2012,Whispers Under Ground,"Whispers Under Ground (Peter Grant, #3)",4.16,15946,4
18453095,031621129X,9780316211290,"James Patterson, Maxine Paetro",2014,Unlucky 13,"Unlucky 13 (Womenâ€™s Murder Club, #13)",3.94,16005,4
99610,446604089,9780446604090,Sidney Sheldon,1997,The Best Laid Plans,The Best Laid Plans,3.66,17173,4
2855034,61433012,9780061433020,Terry Pratchett,2008,Nation,Nation,4.05,22466,4
114162,61259349,9780061259340,Lisa Kleypas,2004,Secrets of a Summer Night,"Secrets of a Summer Night (Wallflowers, #1)",4.05,33026,4
456028,1595540342,9781595540350,Ted Dekker,2004,Red,"Red: The Heroic Rescue (The Circle, #2)",4.3,19896,4
10680329,312655452,9780312655460,Louise Penny,2011,A Trick of the Light,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",4.29,20932,4
1717890,4757518080,9784757518090,"Jun Mochizuki, æœ›æœˆæ·³",2006,Pandora Hearts 1,Pandora Hearts 1å·»,4.2,19222,4
32769,345329457,9780345329460,H.P. Lovecraft,1931,At the Mountains of Madness,At the Mountains of Madness and Other Tales of Terror,4.25,19586,4
6340016,60596988,9780060596990,Mary Karr,2008,Lit,Lit,3.88,17964,4
6596547,399252649,9780399252650,Kathryn Erskine,2010,Mockingbird,Mockingbird,4.18,21138,4
903,808553038,9780808553040,Zilpha Keatley Snyder,1967,The Egypt Game,"The Egypt Game (Game, #1)",3.81,26657,4
277397,375703055,9780375703060,Kaye Gibbons,1987,Ellen Foster,Ellen Foster,3.75,23327,4
22904,805210555,9780805210550,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946,SÃ¤mtliche ErzÃ¤hlungen,The Complete Stories,4.34,18314,4
260025,786933887,9780786933880,"Margaret Weis, Tracy Hickman",1986,"Test of the Twins (Dragonlance Legends, #3)","Test of the Twins (Dragonlance: Legends, #3)",4.16,21047,4
48467,374530637,9780374530630,Flannery O'Connor,1952,Wise Blood,Wise Blood,3.88,18053,4
220826,9753638027,9789753638030,Sabahattin Ali,1943,KÃ¼rk Mantolu Madonna,KÃ¼rk Mantolu Madonna,4.49,19806,4
187124,345379624,9780345379630,Terry Brooks,1997,Running with the Demon,"Running with the Demon (Word & Void, #1)",3.95,21209,4
10790516,1439136823,9781439136830,Kresley Cole,2012,Lothaire,Lothaire (Immortals After Dark #12),4.43,30304,4
515905,1423102991,9781423102990,Mo Willems,2007,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",4.28,23396,4
2260637,446195979,9780446195970,David Baldacci,2008,The Whole Truth,"The Whole Truth (A. Shaw, #1)",4.0,19171,4
11178225,039925692X,9780399256930,Ruta Sepetys,2013,Out of the Easy,Out of the Easy,4.05,25913,4
2182780,1401216226,9781401216220,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,Batman: The Man Who Laughs,Batman: The Man Who Laughs,4.09,16933,4
273511,60744510,9780060744520,Erin Hunter,2005,Midnight,"Midnight (Warriors: The New Prophecy, #1)",4.26,24650,4
18176747,62273205,9780062273210,Ben Horowitz,2014,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,4.2,19492,4
2063563,340936150,9780340936150,Russell Brand,2007,My Booky Wook,My Booky Wook,3.42,16553,3
18527947,425259862,9780425259860,Nora Roberts,2014,Shadow Spell,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",4.0,17155,4
10909804,1592406521,9781592406520,Simon Garfield,2010,Just My Type: A Book About Fonts,Just My Type: A Book About Fonts,3.79,22046,4
3492020,399155481,9780399155480,J.D. Robb,2009,Promises in Death,"Promises in Death (In Death, #28)",4.4,24115,4
23534,876853629,9780876853630,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",Love Is a Dog from Hell,4.16,19471,4
19161852,316229296,9780316229300,N.K. Jemisin,2015,The Fifth Season,"The Fifth Season (The Broken Earth, #1)",4.31,20185,4
67931,552150215,9780552150220,John Katzenbach,2002,The Analyst,The Analyst,4.12,11685,4
2113260,670019631,9780670019630,Jasper Fforde,2009,Shades of Grey,Shades of Grey,4.14,22788,4
33569,140389660,9780140389660,S.E. Hinton,1971,"That Was Then, This Is Now","That Was Then, This Is Now",3.89,22946,4
10149142,61579033,9780061579040,Kevin    Wilson,2011,The Family Fang,The Family Fang,3.6,18214,4
8517008,385342322,9780385342320,Alan Bradley,2011,A Red Herring Without Mustard,"A Red Herring Without Mustard (Flavia de Luce, #3)",4.07,26160,4
18728,684804484,9780684804480,Doris Kearns Goodwin,1994,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4.2,26004,4
414298,375701907,9780375701900,Richard Russo,1997,Straight Man,Straight Man,4.02,19358,4
10739,375701966,9780375701960,Walker Percy,1961,The Moviegoer,The Moviegoer,3.7,18655,4
87346,413774031,9780413774030,"Anton Chekhov, Tom    Murphy",1904,Ð’Ð¸ÑˆÐ½Ã«Ð²Ñ‹Ð¹ ÑÐ°Ð´,The Cherry Orchard,3.68,18914,4
4835838,545052394,9780545052400,Wendy Mass,2009,11 Birthdays,"11 Birthdays (Willow Falls, #1)",4.18,22339,4
9461872,385521227,9780385521220,Ann Brashares,2011,Sisterhood Everlasting,"Sisterhood Everlasting (Sisterhood, #5)",3.9,25849,4
349090,451452011,9780451452020,Grant Naylor,1989,Infinity Welcomes Careful Drivers,Infinity Welcomes Careful Drivers (Red Dwarf #1),4.03,19773,4
33459,60735430,9780060735430,Christopher Moore,1994,Coyote Blue,Coyote Blue,3.75,19901,4
87665,160096527X,9781600965270,G.K. Chesterton,1908,Orthodoxy,Orthodoxy,4.23,18303,4
3692,99478420,9780099478420,Graham Greene,1948,The Heart of the Matter,The Heart of the Matter,3.98,19149,4
21535019,141971189X,9781419711890,Jeff Kinney,2014,The Long Haul ,"The Long Haul (Diary of a Wimpy Kid, #9)",4.33,21822,4
2029176,316018708,9780316018710,"James Patterson, Howard Roughan",2008,Sail,Sail,3.8,20932,4
23301545,1408859645,9781408859640,"Neil Gaiman, Chris Riddell",2014,The Sleeper and the Spindle,The Sleeper and the Spindle,3.9,20889,4
18750,452281431,9780452281430,"A.N. Roquelaure, Anne Rice",1984,Beauty's Punishment,"Beauty's Punishment (Sleeping Beauty, #2)",3.62,20867,4
285011,1414310560,9781414310560,Dee Henderson,2000,The Negotiator,"The Negotiator (O'Malley, #1)",4.32,20278,4
13041934,143417231,9780143417230,Ravinder Singh,2011,Can Love Happen Twice?,Can Love Happen Twice?,3.31,15668,3
3124249,60548924,9780060548930,"Gregory Maguire, Douglas Smith",2008,A Lion Among Men,"A Lion Among Men (The Wicked Years, #3)",3.29,21794,3
43908,380720868,9780380720870,Raymond E. Feist,1994,"Shadow of a Dark Queen (The Serpentwar Saga, #1)","Shadow of a Dark Queen (The Serpentwar Saga, #1)",4.02,20847,4
11466,802136680,9780802136690,Tobias Wolff,1989,This Boy's Life: A Memoir,This Boy's Life,3.98,19981,4
3993839,312382855,9780312382860,Jonathan Maberry,2009,Patient Zero,"Patient Zero (Joe Ledger, #1)",3.98,19852,4
545951,679728899,9780679728890,Willa Cather,1927,Death Comes for the Archbishop,Death Comes for the Archbishop,3.88,21343,4
17312201,1423194551,9781423194550,Rick Riordan,2013,The Son of Sobek,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",4.26,21691,4
52823,1854596373,9781854596380,"MoliÃ¨re, Martin Sorrell",1664,"Le Tartuffe, ou Lâ€™Imposteur",Tartuffe,3.66,21061,4
4701550,446401056,9780446401050,Larissa Ione,2009,Passion Unleashed,Passion Unleashed (Demonica #3),4.32,28493,4
1896346,1421514818,9781421514820,Kazune Kawahara,2004,é«˜æ ¡ãƒ‡ãƒ“ãƒ¥ãƒ¼ 1,"High School Debut, Vol. 01 (High School Debut, #1)",4.11,21210,4
10400407,9953716889,9789953716890,Ø£Ø«ÙŠØ± Ø¹Ø¨Ø¯Ø§Ù„Ù„Ù‡ Ø§Ù„Ù†Ø´Ù…ÙŠ,2011,ÙÙŠ Ø¯ÙŠØ³Ù…Ø¨Ø± ØªÙ†ØªÙ‡ÙŠ ÙƒÙ„ Ø§Ù„Ø£Ø­Ù„Ø§Ù…,ÙÙŠ Ø¯ÙŠØ³Ù…Ø¨Ø± ØªÙ†ØªÙ‡ÙŠ ÙƒÙ„ Ø§Ù„Ø£Ø­Ù„Ø§Ù…,3.33,16479,3
386234,030711838X,9780307118390,Mercer Mayer,1975,Just for You,Just for You (Little Critter),4.25,22965,4
294047,60002492,9780060002500,James Rollins,2002,Amazonia,Amazonia,4.11,20410,4
46674,380810336,9780380810340,David D. Burns,1980, Feeling Good: The New Mood Therapy,Feeling Good: The New Mood Therapy,3.95,17065,4
114184,515141399,9780515141400,Nora Roberts,2005,Blue Smoke,Blue Smoke,3.97,24366,4
6528,425210278,9780425210280,Patricia Cornwell,2005,Predator,"Predator (Kay Scarpetta, #14)",3.67,21668,4
